loss,accuracy,val_loss,val_accuracy,model
0.9230412244796753,0.500632643699646,0.6931149363517761,0.5160202383995056,1-16-10_2
0.6931195259094238,0.5115984678268433,0.6930916905403137,0.5160202383995056,1-16-10_2
0.6931020617485046,0.5115984678268433,0.6930643916130066,0.5160202383995056,1-16-10_2
0.8372455835342407,0.505693793296814,0.6930698752403259,0.5160202383995056,1-16-100_10_2
0.6930825710296631,0.5115984678268433,0.6930292248725891,0.5160202383995056,1-16-100_10_2
0.6930566430091858,0.5115984678268433,0.6929912567138672,0.5160202383995056,1-16-100_10_2
0.7446922659873962,0.6452973484992981,0.6105245351791382,0.6897132992744446,1-16-2
0.5066946744918823,0.7730914950370789,0.5499898791313171,0.7571669220924377,1-16-2
0.43673282861709595,0.8283424973487854,0.622151792049408,0.7015177011489868,1-16-2
0.820253312587738,0.504428505897522,0.6930572390556335,0.5160202383995056,1-32-10_2
0.6930801272392273,0.5115984678268433,0.6930348873138428,0.5160202383995056,1-32-10_2
0.693062424659729,0.5115984678268433,0.6930055022239685,0.5160202383995056,1-32-10_2
1.1087226867675781,0.5208772420883179,0.684550940990448,0.5160202383995056,1-32-100_10_2
0.6751899719238281,0.5115984678268433,0.6860702037811279,0.5160202383995056,1-32-100_10_2
0.6595691442489624,0.5103331804275513,0.6931585073471069,0.4839797616004944,1-32-100_10_2
1.4488109350204468,0.5491353869438171,0.6929323077201843,0.5564923882484436,1-32-2
0.5699625611305237,0.6992830038070679,0.6159137487411499,0.6593592166900635,1-32-2
0.49713844060897827,0.7895402908325195,0.6071639657020569,0.6880269646644592,1-32-2
0.9085906744003296,0.5132855176925659,0.7323004603385925,0.5801011919975281,1-64-10_2
0.686969518661499,0.5120202302932739,0.6932634711265564,0.4839797616004944,1-64-10_2
0.6932228803634644,0.48840153217315674,0.6932182908058167,0.4839797616004944,1-64-10_2
1.6447898149490356,0.5086461305618286,0.6912534832954407,0.5160202383995056,1-64-100_10_2
0.6637958884239197,0.5153943300247192,0.6708736419677734,0.5463743805885315,1-64-100_10_2
0.6157259345054626,0.6533108353614807,0.6345580220222473,0.6492411494255066,1-64-100_10_2
1.0002974271774292,0.6819907426834106,0.5908676981925964,0.7386171817779541,1-64-2
0.48116636276245117,0.8072543144226074,0.543351411819458,0.7605396509170532,1-64-2
0.40764889121055603,0.838886559009552,0.6447484493255615,0.6947723627090454,1-64-2
0.6856867671012878,0.573175847530365,0.6725637912750244,0.6003372669219971,2-16-10_2
0.6046072840690613,0.7507380843162537,0.650085985660553,0.6728498935699463,2-16-10_2
0.49285298585891724,0.816533088684082,0.5247945189476013,0.774030327796936,2-16-10_2
0.695621132850647,0.5052720308303833,0.6926602125167847,0.5193929076194763,2-16-100_10_2
0.6930044293403625,0.5153943300247192,0.6929741501808167,0.5160202383995056,2-16-100_10_2
0.6926781535148621,0.5115984678268433,0.6753097176551819,0.5160202383995056,2-16-100_10_2
0.6810954809188843,0.5609447360038757,0.655590295791626,0.6340640783309937,2-16-2
0.5685015320777893,0.745255172252655,0.5722056031227112,0.728499174118042,2-16-2
0.4553930461406708,0.8118937015533447,0.6072984337806702,0.7183811068534851,2-16-2
0.6299740672111511,0.6516237854957581,0.67457515001297,0.5851601958274841,2-32-10_2
0.5096215605735779,0.7671868205070496,0.5463671684265137,0.7470489144325256,2-32-10_2
0.39758363366127014,0.846478283405304,0.5381604433059692,0.7858347296714783,2-32-10_2
0.6431452035903931,0.6292703747749329,0.6369441747665405,0.5868465304374695,2-32-100_10_2
0.48866820335388184,0.7849009037017822,0.5461522340774536,0.7588533163070679,2-32-100_10_2
0.43387821316719055,0.8435259461402893,0.5057520270347595,0.7993254661560059,2-32-100_10_2
0.675703227519989,0.6060733795166016,0.6327988505363464,0.6424958109855652,2-32-2
0.5237109661102295,0.7482075095176697,0.5352447628974915,0.7453625798225403,2-32-2
0.4198909103870392,0.8384647965431213,0.5112189650535583,0.7807757258415222,2-32-2
0.6776382923126221,0.5984816551208496,0.6480397582054138,0.6323777437210083,2-64-10_2
0.5274009704589844,0.7688738703727722,0.5359881520271301,0.7774030566215515,2-64-10_2
0.40641650557518005,0.8490088582038879,0.5040925145149231,0.7841483950614929,2-64-10_2
0.6916362643241882,0.5795023441314697,0.6326456665992737,0.6829679608345032,2-64-100_10_2
0.5062484741210938,0.7587515711784363,0.4936225414276123,0.7757167220115662,2-64-100_10_2
0.3511151373386383,0.8587093949317932,0.5068091750144958,0.7908937335014343,2-64-100_10_2
0.7038116455078125,0.6250527501106262,0.6258788108825684,0.6829679608345032,2-64-2
0.4986373484134674,0.7849009037017822,0.543137788772583,0.7622259855270386,2-64-2
0.40101656317710876,0.8317165970802307,0.5301908254623413,0.7672849893569946,2-64-2
